ID,collection_date,longitude,latitude
944,2024-10-22,4024199.26388841,2962819.12279478
945,2024-11-08,3993624.75927578,2957027.84499038
946,2024-11-04,3985977.72219178,2958524.36297705
947,2024-11-01,4010655.82375613,2959174.63821847
948,2024-11-05,4024259.68840439,2932152.45208231
949,2024-11-11,3991181.67884097,2956438.78044562
950,2024-11-07,3998520.84821143,2955566.62479186
951,2024-11-07,4000229.85586568,2956559.3304731
952,2024-11-10,4007666.61062406,2954260.69877835
953,2024-11-10,3997180.68833468,2956239.99396234
954,2024-10-25,3996132.71278943,2955484.02250126
955,2024-11-11,3966105.75685735,2973806.68723802
956,2024-11-14,4010482.48665283,2974178.7435911
957,2024-10-21,3996704.27308019,2953132.44463458
958,2024-11-06,3989100.66306192,2960912.24427998
959,2024-11-11,3990311.18541238,2953628.56947057
960,2024-11-09,3991801.57120614,2947805.60465579
961,2024-11-10,3989449.15455928,2947033.84596197
962,2024-11-11,3998446.17843867,2945109.1498635
963,2024-10-23,3999956.24820507,2936615.21023621
964,2024-10-27,3988801.59724385,2960625.19916022
965,2024-11-10,3999605.22950265,2961090.98472273
966,2024-11-08,3992432.46571152,2960196.7826699
967,2024-11-13,4004886.19393728,2952790.9571736
968,2024-11-13,3997833.18202324,2955364.21392177
969,2024-11-05,4024348.76790991,2962350.73315634
970,2024-11-11,3989534.58512423,2958320.17273195
971,2024-11-14,3992713.26183038,2970754.92318128
972,2024-10-22,4008814.64941443,2954751.94559086
973,2024-11-13,3990165.37789116,2953331.39924231
974,2024-11-14,3998501.99288739,2956264.17831622
975,2024-11-09,3982754.88337992,2974613.38396518
976,2024-11-11,3996411.74778142,2961331.80033906
977,2024-11-07,3996658.97059276,2955102.82932647
978,2024-11-13,4022513.77049917,2962785.89022753
979,2024-11-10,3993360.19405312,2956353.96068123
980,2024-11-12,3988823.17770388,2956248.89567695
981,2024-11-13,3994397.67048478,2955035.25820004
982,2024-10-29,4006780.83681851,2962335.06032539
983,2024-11-14,4004595.67583785,2958699.82281475
984,2024-11-10,4015001.73333164,2960629.23256149
985,2024-11-13,4029284.63993462,2963116.41144094
986,2024-11-02,4032051.05109411,2962480.54514036
987,2024-11-11,3984107.29914842,2975866.46129723
988,2024-11-16,4004583.098462,2961054.22013053
989,2024-11-16,3986407.73271343,2946856.85961538
990,2024-10-25,4001524.58882027,2957998.96353107
991,2024-11-13,3998429.89742975,2959860.14911857
992,2024-10-23,3985316.18265912,2960330.81290274
993,2024-11-01,4009894.5917822,2955066.87134057
994,2024-10-24,4004518.65288614,2955071.01700671
995,2024-11-14,3998010.45223632,2956030.60092003
996,2024-11-06,3990739.72366617,2957236.26267041
997,2024-11-14,4013539.54729115,2955106.38217981
998,2024-10-27,3974989.30817186,2975273.76933849
999,2024-10-31,4038823.29248197,2963994.33133305
1000,2024-11-12,4003555.45157742,2957132.9726862
1001,2024-11-13,3979026.2310091,2972660.9051695
1002,2024-10-27,4019774.85780818,2940122.66736599
1003,2024-11-02,3990193.37992462,2956979.67217218
1004,2024-11-08,4000366.20129005,2970981.56434844
1005,2024-11-09,3997562.33856815,2943914.20850121
1006,2024-11-14,4007822.1367553,2944001.81718409
1007,2024-11-04,4012524.14021636,2959317.03898794
1008,2024-11-15,3988083.51783273,2960282.41420943
1009,2024-11-14,4004962.53871902,2963609.44271795
1010,2024-11-12,4012989.62528087,2959339.93496857
1011,2024-11-10,4010224.21441715,2967545.64395561
1012,2024-11-07,3969093.25101094,2970820.3548303
1013,2024-11-10,3978660.19423438,2964169.3703681
1014,2024-11-14,4021145.46614654,2964584.79046921
1015,2024-11-12,4028229.94098085,2967589.52440257
1016,2024-10-29,4011837.16400851,2945614.01014146
1017,2024-11-07,4012453.83809075,2961075.52659557
1018,2024-10-26,3994777.61892054,2957724.70111652
1019,2024-11-13,3997792.86386084,2954756.17165321
1020,2024-10-31,3979628.44544217,2975432.83120968
1021,2024-11-14,4023776.23330667,2958754.31801048
1022,2024-11-16,3993190.54511866,2956550.41294749
1023,2024-11-13,3988217.22562099,2959541.58652408
1024,2024-11-12,3967849.55117571,2966367.8794488
1025,2024-11-14,3998331.81003307,2939307.33004319
1026,2024-11-06,3989219.76027784,2958315.2185783
1027,2024-11-13,3996321.39762288,2955016.90535032
1028,2024-11-11,3988638.29857397,2959063.42623101
1029,2024-11-10,4038306.8757138,2955108.53598419
1030,2024-11-15,4004795.84414939,2957228.93650035
1031,2024-11-15,4006797.22974009,2956454.59509182
1032,2024-11-15,4006590.57761285,2963557.91769335
1033,2024-11-13,4005333.70334919,2958769.96462279
1034,2024-11-14,4025617.85112063,2963631.05902288
1035,2024-11-16,3987272.43953486,2960994.88608883
1036,2024-11-11,3963946.23528507,2974711.71410037
1037,2024-11-14,3991180.15220556,2957101.86940672
1038,2024-10-29,3992072.91670851,2953732.8177199
1039,2024-11-10,3984292.42384972,2971120.20550235
1040,2024-11-06,4007331.59557937,2968450.22046458
1041,2024-10-29,3954943.94803186,2974764.05372185
1042,2024-11-13,3985258.97477186,2959230.10092171
1043,2024-11-15,4023498.46870296,2962475.41787043
1044,2024-11-16,3999074.55885559,2951808.85764944
1045,2024-11-17,3993584.54832188,2969331.17786924
1046,2024-11-18,4020292.62545949,2964326.08678736
1047,2024-11-13,3982554.96936592,2974131.21365258
1048,2024-11-11,4009177.25455805,2957737.00410107
1049,2024-11-15,4003560.04373081,2957084.15209325
1050,2024-11-16,4003840.93812672,2955366.50560712
1051,2024-11-18,3997378.9468708,2959808.61635125
1052,2024-11-18,3998398.55051452,2958619.86816013
1053,2024-11-04,3994279.871222,2957055.48216143
1054,2024-10-30,4007089.52045653,2956177.99828197
1055,2024-11-12,3999056.68898195,2955847.62059897
1056,2024-10-30,4003304.80059649,2952540.14905572
1057,2024-11-20,3998219.62323667,2956690.76613825
1058,2024-11-14,3992524.33270808,2960911.71066671
1059,2024-11-16,3988153.80742669,2957726.51424803
1060,2024-11-18,3994708.23107617,2956555.25082476
1061,2024-11-19,3996594.69657422,2955102.38744658
1062,2024-11-16,4005124.18569495,2952620.25403931
1063,2024-11-15,3983590.16482604,2958375.23849635
1064,2024-11-15,3992085.55607947,2957712.97684827
1065,2024-11-17,4007010.22493758,2956505.68835128
1066,2024-11-14,3984865.1862024,2958454.48003097
1067,2024-11-16,4003403.60389733,2957154.0927174
1068,2024-11-16,4023542.11933688,2958871.55551479
1069,2024-11-18,3986559.21317143,2962064.3963791
1070,2024-11-16,3985185.61775122,2958945.01876931
1071,2024-11-15,3995807.88973654,2955306.48749635
1072,2024-11-07,4016166.7443734,2978748.03193139
1073,2024-11-14,3987093.26678482,2959820.51074347
1074,2024-11-13,4027070.8890242,2970145.76218512
1075,2024-11-12,3989444.65836591,2956598.72805645
1076,2024-11-20,4014733.72689727,2958351.18697237
1077,2024-11-23,3989768.00323186,2950606.43708108
1078,2024-11-11,4009012.87238446,2956174.39271349
1079,2024-10-31,4005135.40147563,2953581.11111267
1080,2024-10-29,3983260.02621794,2976842.9008161
1081,2024-11-13,3986553.71849022,2961337.5266854
1082,2024-11-17,3998764.86986626,2953378.55210931
1083,2024-11-15,3993372.69326611,2953789.96599131
1084,2024-11-15,4012557.04403973,2952454.92708345
1085,2024-11-02,3989723.13847609,2957253.316842
1086,2024-11-13,3995470.63531319,2956778.48937562
1087,2024-11-14,3987869.9969333,2954605.04758187
1088,2024-11-12,4003936.04324395,2954807.85322669
1089,2024-11-18,4003882.31529118,2954001.38286327
1090,2024-11-18,3984521.78840142,2958747.9334557
1091,2024-11-15,3968680.95076852,2967801.01782309
1092,2024-10-26,4004268.33627789,2951490.71307655
1093,2024-11-13,3992772.21743438,2960995.7116904
1094,2024-11-16,4000152.93400165,2951235.18805819
1095,2024-11-05,4005123.81187016,2956369.77620281
1096,2024-11-10,3990772.69477834,2959446.90944147
1097,2024-11-12,3995394.37014399,2955176.54480364
1098,2024-11-04,3990661.50320766,2957805.1842995
1099,2024-11-19,3980072.43721071,2973853.37218317
1100,2024-11-15,4029261.5717735,2966180.69098579
1101,2024-11-14,3989823.38449531,2958136.9441727
1102,2024-11-15,3988705.53005671,2971241.90233552
1103,2024-11-20,4014602.78186396,2974696.83333347
1104,2024-11-06,3995566.16648029,2955385.72649212
1105,2024-11-16,4008020.81465009,2970385.49457005
1106,2024-11-20,3985819.36376739,2957279.50606005
1107,2024-10-31,4005997.08981833,2956194.84218965
1108,2024-11-18,3992809.885204,2955058.03378105
1109,2024-11-20,4016686.03851931,2959818.39312225
1110,2024-11-16,4008577.16737378,2970130.06581058
1111,2024-11-08,3988517.92154441,2957184.0746112
1112,2024-11-04,4004971.15112579,2963934.99133728
1113,2024-11-16,3993132.5397048,2949485.1340717
1114,2024-11-17,4010229.58701065,2959655.7941992
1115,2024-11-18,3984448.52686337,2970713.40060771
1116,2024-11-19,3997491.50871405,2960554.44555272
1117,2024-11-18,3992993.34878388,2958150.28344195
1118,2024-11-18,4003294.5633252,2956329.99928412
1119,2024-11-14,4002293.66860362,2951083.53882777
1120,2024-10-30,3984768.81272587,2956989.13440947
1121,2024-11-16,3973301.05802277,2976208.26080818
1122,2024-11-02,3977572.27748562,2961447.93859342
1123,2024-11-11,4010017.76414192,2971152.0983746
1124,2024-11-18,4009207.591286,2956153.03505425
1125,2024-10-29,4004207.33237516,2958848.89976838
1126,2024-11-18,4031134.61834296,2962170.48318906
1127,2024-11-21,3986345.1946543,2961278.93381904
1128,2024-11-20,3986154.23260838,2961967.63448387
1129,2024-11-16,3996504.85507154,2957464.89212674
1130,2024-11-19,3973746.28272125,2977479.58316813
1131,2024-11-17,3995031.13297674,2954070.892178
1132,2024-10-29,4013866.2607724,2946292.50501351
1133,2024-11-02,3990356.45372203,2956988.15623554
1134,2024-11-21,3998751.18978795,2953368.80778155
1135,2024-11-23,4029746.60434478,2945909.9022077
1136,2024-11-17,3994145.78526729,2956125.43975534
1137,2024-11-18,4011438.1933016,2958630.49306685
1138,2024-11-06,4003955.33986011,2959055.78194451
1139,2024-11-10,4003600.4149824,2952641.18641249
1140,2024-11-21,4006598.95995316,2957663.02730963
1141,2024-11-20,4021281.99974629,2962594.3223668
1142,2024-11-20,3995251.91011417,2954334.63092373
1143,2024-11-23,3997398.73026115,2953894.73345654
1144,2024-11-18,3992910.73807484,2970198.14189297
1145,2024-11-17,3990828.67981581,2970058.76007659
1146,2024-11-06,3967187.91470573,2968593.25404937
1147,2024-11-06,3997600.42369342,2957412.9017043
1148,2024-11-17,3995345.26207418,2954436.16406681
1149,2024-11-16,3990443.68072352,2968952.59902985
1150,2024-11-18,3990826.94055,2957823.00248007
1151,2024-11-10,4024742.20007249,2963289.86518788
1152,2024-11-19,3989377.73185309,2968287.60755539
1153,2024-11-19,4038613.63002622,2961662.80284895
1154,2024-11-23,3995565.89591293,2955558.64773054
1155,2024-11-25,3993750.57541704,2956886.51867756
1156,2024-11-22,3964257.89659261,2970907.14256756
1157,2024-11-06,4027155.16657898,2976348.87207155
1158,2024-11-24,3993823.60361211,2956444.12057693
1159,2024-11-22,3990545.07951111,2957467.32675854
1160,2024-11-13,4015397.30829452,2981915.40907102
1161,2024-11-20,3998239.91422324,2959848.51116453
1162,2024-11-20,3999813.73084907,2956064.89605551
1163,2024-11-02,4011634.15158069,2974625.57058032
1164,2024-11-23,4009512.51218182,2967262.60636011
1165,2024-11-20,3987583.45974513,2958089.77901019
1166,2024-11-22,3994066.72061386,2951648.68832552
1167,2024-11-19,3989038.30649976,2953461.86670112
1168,2024-11-11,3995337.02282147,2957962.05119981
1169,2024-11-19,4000814.20093887,2953914.7955655
1170,2024-11-12,3963588.72579663,2973144.60301605
1171,2024-10-29,4004274.65588091,2953225.27236723
1172,2024-11-10,3989435.02132458,2957702.15733144
1173,2024-11-11,4001027.79445495,2953173.20989542
1174,2024-11-22,3990688.65711687,2951533.4770753
1175,2024-11-22,4016437.18449263,2958033.93639464
1176,2024-11-19,3965950.09642043,2972866.56797011
1177,2024-11-25,4040724.76997692,2960144.47693016
1178,2024-11-18,4015794.82381627,2959745.18089642
1179,2024-11-22,4004727.21706058,2954868.54469834
1180,2024-11-20,4000919.56793723,2955995.56760823
1181,2024-11-12,3996072.63030179,2955159.84903253
1182,2024-11-23,3999794.07051643,2953579.2103279
1183,2024-11-20,3995982.92574413,2961894.88915408
1184,2024-11-25,3998455.54165353,2959119.7394271
1185,2024-11-18,3987897.34542221,2956229.00553894
1186,2024-11-17,3997805.15797849,2956358.61185856
1187,2024-11-10,3989019.43989232,2955320.34553159
1188,2024-11-19,4010938.37839927,2958965.90895602
1189,2024-11-04,3988647.71230164,2959016.07644594
1190,2024-11-20,4004714.9866672,2956186.59314668
1191,2024-11-14,4033122.87713109,2983608.78909628
1192,2024-11-18,4024878.47217101,2963414.88077378
1193,2024-11-09,4026965.66689977,2962648.38452006
1194,2024-11-17,3994967.77217337,2958394.61297584
1195,2024-11-03,3989555.89429246,2956145.87037229
1196,2024-11-08,3997667.92461824,2960543.73051563
1197,2024-11-23,4028050.24007136,2960576.97393605
1198,2024-11-18,3986878.38674235,2957208.09303682
1199,2024-11-23,3999637.18220565,2955183.24629033
1200,2024-11-23,3992822.83881132,2958373.95685457
1201,2024-11-03,4003533.51757585,2957642.95070758
1202,2024-11-23,4019447.69129313,2927469.202964
1203,2024-11-04,4015446.05365817,2972955.52370994
1204,2024-11-07,3988286.4095085,2957560.17205562
1205,2024-11-22,4009705.86634816,2957022.45892146
1206,2024-11-16,3987939.53792339,2961011.81699554
1207,2024-11-25,3996222.35920534,2953851.20561564
1208,2024-11-25,3987859.73824886,2960087.74726728
1209,2024-11-21,3985295.8250876,2970371.53648771
1210,2024-11-22,4010982.06810444,2984650.11173283
1211,2024-11-15,4002757.52840312,2953735.16525702
1212,2024-11-12,4007984.51248321,2956004.52202669
1213,2024-11-19,4004749.07065999,2963427.54795773
1214,2024-11-20,3962930.72174707,2975845.66512704
1215,2024-11-11,4002126.44098975,2933611.49694216
1216,2024-11-25,3972261.86237672,2970889.95693257
1217,2024-11-10,3996342.71792174,2955140.65452107
1218,2024-11-25,4022164.05014883,2962643.49024647
1219,2024-11-18,3998656.91035049,2959399.44211732
1220,2024-11-05,4028008.38075628,2978387.48796845
1221,2024-11-23,4007518.66400122,2980962.09261693
1222,2024-11-25,4011944.48394743,2956062.44922991
1223,2024-11-25,4020896.0122434,2964491.75453723
1224,2024-11-20,3988888.08371564,2960031.00469127
1225,2024-11-09,3976687.7137727,2961682.76549413
1226,2024-11-22,3996384.70339236,2961653.79528836
1227,2024-11-14,3990634.30313225,2957366.84815595
1228,2024-11-26,3989790.42987096,2958193.06927439
1229,2024-11-25,3982229.06864319,2964771.54728395
1230,2024-11-15,4005842.85212142,2958699.4459617
1231,2024-11-24,3990628.47507255,2947811.57588352
1232,2024-11-21,3971836.39616672,2971205.84816812
1233,2024-11-11,3997210.01161782,2943923.97092828
1234,2024-11-24,4017359.72153624,2957940.26374156
1235,2024-11-24,3985505.5058014,2957734.74659526
1236,2024-11-28,4024918.12761746,2962460.86960704
1237,2024-11-06,4022312.13568316,2963083.25654514
1238,2024-11-22,3982316.87755308,2959908.78191585
1239,2024-11-23,4007174.13479169,2955375.09550172
1240,2024-11-23,3962909.50279244,2977090.0999061
1241,2024-11-23,4013964.53432322,2971370.18940656
1242,2024-11-28,3997005.97812228,2955987.01484684
1243,2024-11-25,4021746.93020925,2963524.15476663
1244,2024-11-28,4022226.25159049,2964270.85724595
1245,2024-11-28,4023009.35696141,2961459.47603177
1246,2024-11-06,4024962.0186376,2959528.44819381
1247,2024-11-08,3993845.33342747,2967044.56009778
1248,2024-11-30,3984469.98279305,2968162.01240473
1249,2024-11-23,4009224.71320623,2954387.01847476
1250,2024-11-25,3997257.37368867,2953649.47939649
1251,2024-11-21,4025913.77995929,2975098.56051634
1252,2024-11-25,3995732.44491171,2960724.93672708
1253,2024-11-16,3994361.64397268,2953403.03710428
1254,2024-11-25,4005029.42247762,2951851.1124388
1255,2024-11-16,4025287.75735795,2964094.76259194
1256,2024-11-24,4001344.59218392,2959505.6984674
1257,2024-11-22,3994891.76241334,2954195.78993717
1258,2024-11-20,4004943.75299972,2968206.2568092
1259,2024-11-26,3997763.41059686,2944341.68395218
1260,2024-11-22,3983805.74802863,2962185.39450119
1261,2024-11-28,4001359.83278223,2953395.63249015
1262,2024-11-22,3983292.1352286,2958754.53657145
1263,2024-11-26,3994884.8766591,2955887.79515993
1264,2024-11-26,3990271.63638603,2960927.32407699
1265,2024-11-09,4008673.57476801,2957317.03830856
1266,2024-11-04,4015443.28587339,2958341.07972188
1267,2024-11-08,3997958.35132071,2956252.08217729
1268,2024-11-21,4000515.58465993,2967305.38816048
1269,2024-11-06,3994964.73373747,2958515.11417441
1270,2024-11-17,4015807.12764259,2961132.51217904
1271,2024-11-09,3993484.64250415,2951820.69062202
1272,2024-11-22,3978247.49004786,2973244.70767318
1273,2024-11-14,4002529.5394302,2962632.56588389
1274,2024-11-25,3999084.45654647,2958058.6645371
1275,2024-11-23,4020213.66928824,2962681.86384523
1276,2024-11-26,4007843.52314279,2979355.24284522
1277,2024-11-21,3999393.41544986,2968567.09633594
1278,2024-11-13,4001362.58790262,2957968.30064973
1279,2024-11-23,4020285.47312572,2929303.0820916
1280,2024-11-22,3989203.01512348,2961523.85167807
1281,2024-11-14,3990805.2987638,2956428.81124351
1282,2024-11-08,4024139.34597041,2961663.34896518
1283,2024-11-24,3997264.96753928,2953020.92388477
1284,2024-11-12,3991514.13858285,2957647.18779336
1285,2024-11-12,4010766.36540345,2945100.33208902
1286,2024-11-22,3980917.0156396,2979132.5868896
1287,2024-11-23,3960067.24610951,2977121.68934543
1288,2024-11-25,3990365.12818177,2952884.76962092
1289,2024-11-20,4006970.51727403,2954739.60162501
1290,2024-11-18,3999559.53771241,2955236.49493753
1291,2024-11-25,4022632.35841829,2959067.68230263
1292,2024-11-28,4003656.75746287,2957652.95771396
1293,2024-11-25,3991651.56778389,2955173.63307875
1294,2024-11-27,3985533.20486767,2958830.3322834
1295,2024-12-01,3991143.38760512,2951394.69864408
1296,2024-12-02,3986437.84972805,2961109.71867151
1297,2024-11-23,4002860.1840187,2932676.72641022
1298,2024-11-09,3990554.78661162,2957748.29633035
1299,2024-11-26,3992936.0398938,2956643.55666686
1300,2024-11-05,3990280.36999243,2952781.64402795
1301,2024-11-16,4016250.29777839,2964736.49084457
1302,2024-11-05,3991909.52772799,2958394.30979858
1303,2024-11-25,4004762.64361507,2962501.46393119
1304,2024-11-13,4001594.61729727,2953683.61689435
1305,2024-11-23,3995222.18481755,2955333.32644561
1306,2024-11-19,4028054.4859269,2961671.71608336
1307,2024-11-23,4024109.34071425,2962919.93391551
1308,2024-11-17,4008388.61093564,2954354.19008622
1309,2024-11-24,3998791.18071574,2960913.33393036
1310,2024-11-08,3994442.35760372,2956391.54159574
1311,2024-11-07,3984595.27114254,2958732.65567229
1312,2024-11-23,3991660.89646401,2965420.42446325
1313,2024-11-22,3998536.77845871,2956772.32372349
1314,2024-11-22,4026691.90735523,2963460.95219543
1315,2024-11-06,4011273.0592716,2959195.11362207
1316,2024-11-24,4007512.62916363,2958805.50586015
1317,2024-11-25,3990577.79556809,2956222.28377535
1318,2024-11-09,3966115.18153506,2968521.5931658
1319,2024-11-09,4006443.40254589,2963804.29289424
1320,2024-11-29,4023143.20079729,2959193.37382709
1321,2024-11-27,3997181.6699547,2953826.38551104
1322,2024-11-30,3997124.45882493,2956363.29290008
1323,2024-11-27,3992444.82582478,2953243.29234743
1324,2024-11-16,3994339.92082128,2961106.50874555
1325,2024-11-27,3980878.72023887,2970130.77740214
1326,2024-11-12,3995356.22955269,2969311.32069441
1327,2024-11-30,4018896.21817452,2967204.09599255
1328,2024-11-25,4013627.29681204,2959399.94333066
1329,2024-11-29,3991245.99520171,2959321.23611858
1330,2024-11-10,3997430.05348641,2957367.52552675
1331,2024-12-01,3999071.64721032,2959791.59262929
1332,2024-11-27,3990560.71912168,2959648.83231281
1333,2024-11-26,3983679.63036302,2958654.44736805
1334,2024-11-28,3988849.46211624,2958272.87002216
1335,2024-11-26,3995971.81299455,2956374.86501093
1336,2024-11-28,4001653.48281782,2957007.93927655
1337,2024-11-27,3982967.33687568,2953346.14522083
1338,2024-11-20,4008965.0325159,2977951.97631713
1339,2024-11-25,4016013.74447674,2941607.11011575
1340,2024-11-29,4008012.64745006,2952447.72718
1341,2024-11-24,4008726.74544878,2955131.76560723
1342,2024-11-26,3964235.617419,2974371.37896045
1343,2024-11-25,3982927.75038964,2954365.1987109
1344,2024-11-26,3989198.22788092,2967107.4665084
1345,2024-11-24,3990287.26891063,2961167.02834055
1346,2024-11-27,3994780.26620823,2955545.62815252
1347,2024-11-28,4011119.16913018,2959903.05731277
1348,2024-11-26,4003612.67945045,2954641.6984595
1349,2024-11-11,3987519.04365952,2960977.47898511
1350,2024-11-05,3997389.39612618,2955781.88235551
1351,2024-11-19,3986646.66360906,2969643.0688996
1352,2024-11-10,4008221.56664746,2957287.07693176
1353,2024-11-28,3991361.37690058,2966507.10126132
1354,2024-11-29,3997937.86503573,2954648.83743322
1355,2024-11-27,3968765.2481115,2973492.59924899
1356,2024-11-25,4003352.62004846,2954319.32354001
1357,2024-11-08,4007976.30231459,2957849.43665114
1358,2024-11-14,3989692.90125495,2961588.34087085
1359,2024-11-06,3991238.33137621,2966292.15646084
1360,2024-11-28,3997063.69621949,2957687.55158061
1361,2024-11-29,4001406.59219435,2955867.03828924
1362,2024-11-12,4004934.28608039,2956537.81757737
1363,2024-11-24,3996294.08179994,2956304.23451239
1364,2024-11-30,4008660.90475744,2952422.74536824
1365,2024-11-15,4012021.09171668,2966715.47328553
1366,2024-11-30,4025557.58697635,2964238.52802366
1367,2024-12-02,4026582.87724496,2962407.75844673
1368,2024-11-29,3996547.26863972,2954013.14478965
1369,2024-11-30,3982203.20411286,2959718.48849555
1370,2024-11-28,3986556.12917231,2954751.0651777
1371,2024-12-05,4003593.63508923,2951861.5009311
1372,2024-11-10,4004283.44629008,2957836.63222224
1373,2024-11-28,3998971.7912459,2955631.3523139
1374,2024-11-30,3964785.4766567,2971767.22658618
1375,2024-11-29,4009134.63421096,2969218.38172029
1376,2024-11-26,4005101.26931275,2956154.53256976
1377,2024-11-28,4004606.98730802,2973623.74773745
1378,2024-11-13,4026194.19430235,2964262.22275333
1379,2024-11-20,4007118.29727909,2969092.96481431
1380,2024-11-28,4022168.80969809,2963898.39581903
1381,2024-12-02,4007651.1832548,2956534.61921667
1382,2024-12-02,3992719.08960089,2961441.57440682
1383,2024-11-29,4021737.33958792,2964996.39929722
1384,2024-11-28,4002614.45836657,2962496.51205947
1385,2024-11-10,4003514.84817816,2960148.00904087
1386,2024-11-14,3998522.63237783,2954966.84082087
1387,2024-11-09,3993598.63289098,2957862.60834699
1388,2024-11-27,4003894.25673409,2955589.64557539
1389,2024-12-03,4006998.54153224,2963941.31979373
1390,2024-11-30,4022923.3091769,2962713.88487098
1391,2024-11-30,3998384.35852918,2954248.30058619
1392,2024-11-29,4002371.83845463,2955119.74793587
1393,2024-11-23,3987185.50241469,2959305.00877535
1394,2024-12-01,4019681.9838584,2978143.2310944
1395,2024-11-16,4009772.90514913,2959447.06734586
1396,2024-11-21,3994496.4253714,2953785.84892474
1397,2024-11-20,3998922.03661312,2959190.78984276
1398,2024-11-28,3996777.64568039,2954255.75880508
1399,2024-12-01,4011627.87048258,2952964.71051131
1400,2024-11-19,3986263.83003023,2954969.99171509
1401,2024-11-15,3996203.47252613,2955979.39858276
1402,2024-11-10,3996773.9025503,2943175.00452626
1403,2024-12-04,3991018.15830506,2953369.28621359
1404,2024-11-30,3988826.40962776,2958829.65747273
1405,2024-11-21,3998337.4897084,2950822.70826614
1406,2024-11-19,4027322.1719247,2959488.28526764
1407,2024-11-18,4024145.63743607,2959007.07855241
1408,2024-11-30,4014723.12271325,2964833.00068168
1409,2024-11-26,3988736.77510426,2957825.819476
1410,2024-11-14,4010098.02692876,2956840.48818299
1411,2024-11-12,4014755.57533998,2944700.67274889
1412,2024-11-17,4026623.83356159,2963635.97781667
1413,2024-12-03,3970085.84428807,2972401.22505403
1414,2024-11-29,3995705.60760891,2953001.31545984
1415,2024-11-25,3994037.27839835,2954515.19138649
1416,2024-11-12,4020268.23228344,2931344.09478479
1417,2024-11-21,4000876.21657686,2952594.07282203
1418,2024-12-03,3991012.49030605,2947752.04387218
1419,2024-11-28,3990998.99435089,2961485.61106672
1420,2024-11-25,3980781.86340494,2977808.69110567
1421,2024-11-20,3998696.06979928,2953519.78238987
1422,2024-12-05,4006399.570311,2963648.06035539
1423,2024-11-30,3994693.34218333,2954336.28544034
1424,2024-11-20,3996291.10724172,2955081.74314286
1425,2024-11-29,4006222.0712588,2954636.7759128
1426,2024-11-27,4009602.47502091,2954797.39349535
1427,2024-11-30,3991710.47630835,2969371.87726473
1428,2024-12-03,3992843.9885537,2959493.75233556
1429,2024-11-29,3973773.46603411,2974255.01706072
1430,2024-11-30,4009240.22301286,2951254.0010812
1431,2024-11-15,3970013.84576508,2969382.3250565
1432,2024-11-23,3961600.59796081,2971973.82778026
1433,2024-11-30,3997746.54061754,2955070.27315382
1434,2024-12-01,3999086.99071025,2959854.63956288
1435,2024-11-15,3987697.48968718,2961065.70242622
1436,2024-11-14,3984501.18167906,2974899.58670872
1437,2024-11-12,3992983.67824598,2955479.21509894
1438,2024-11-29,4005587.29267273,2955076.4427739
1439,2024-12-02,4023692.45280629,2983643.83384411
1440,2024-11-30,4022304.4682784,2960954.22286273
1441,2024-11-24,4023881.17203635,2960989.08604874
1442,2024-11-29,3997174.33098571,2961929.14231164
1443,2024-11-25,4011192.7368426,2959218.84814471
1444,2024-11-28,3991144.21100477,2957856.85284557
1445,2024-12-01,4033696.1906871,2961463.7928359
1446,2024-12-04,4004540.5882719,2955186.78580522
1447,2024-11-15,3993073.41019224,2955527.20361007
1448,2024-12-02,3985144.74396667,2958048.24792134
1449,2024-11-29,3990391.3021756,2960905.01736236
1450,2024-11-30,3999003.31264052,2951486.87870856
1451,2024-11-10,4009508.22740803,2958057.41957373
1452,2024-12-03,3970895.25961274,2966540.41089285
1453,2024-11-28,3982928.71945784,2969360.57420899
1454,2024-12-03,3997736.7419055,2958404.08584165
1455,2024-11-29,4010796.12628824,2956499.40839118
1456,2024-11-15,3981205.81915708,2970379.70369541
1457,2024-11-29,3996904.92195645,2956347.50386331
1458,2024-11-18,3992672.95671206,2951246.51154367
1459,2024-11-25,4013038.75046639,2971258.37471512
1460,2024-11-25,3999964.48512049,2952599.78264871
1461,2024-12-08,3998755.91962519,2950402.58952342
1462,2024-11-20,3993493.58022242,2957948.17807789
1463,2024-12-02,3998340.07223405,2959004.82825015
1464,2024-12-01,3991139.99426469,2960047.18999397
1465,2024-11-30,3970713.16775269,2973368.51265201
1466,2024-11-23,3983318.16762266,2958370.83419735
1467,2024-11-29,3991651.83849537,2968754.70114695
1468,2024-11-28,4010085.1914952,2976477.82889578
1469,2024-12-03,4002360.2948862,2950803.90156774
1470,2024-11-10,3998216.82441792,2956899.70284541
1471,2024-12-03,4014960.09286504,2944570.92312472
1472,2024-12-05,3987612.51599052,2960726.20123295
1473,2024-11-20,3995422.08377924,2957714.16293614
1474,2024-12-01,4013595.28667786,2959860.27033095
1475,2024-11-25,3967645.94489838,2968619.53869679
1476,2024-11-30,4005456.15611146,2958657.28289424
1477,2024-12-05,4005989.18940945,2968683.94058769
1478,2024-11-29,4024003.9296203,2964724.21492332
1479,2024-11-22,3994702.73327958,2958299.64484816
1480,2024-12-06,3987195.91437241,2952850.51708877
1481,2024-11-18,3990100.18132715,2957572.97168666
1482,2024-12-01,4004011.09112891,2952738.38778885
1483,2024-12-03,4001912.19743134,2953768.17806156
